0,1,2,3,4,5,6,7,8,9,10
30 OUARGLA,1 755,1 755,"100,0",64 486,"36,8",15,15,"100,0",375,"25,0"
31 ORAN,9 899,9 479,"95,8",88 648,"9,4",2 393,1 638,"68,4",12 873,"7,9"
32 EL-BAYADH,2 494,522,"20,9",11 125,"21,3",1 005,282,"28,1",6 879,"24,4"
33 ILLIZI,4,4,"100,0",108,"27,7",23,23,"100,0",646,"28,5"
34 B.B.ARRERIDJ,62 465,7 495,"12,0",59 000,"7,9",6 410,130,"2,0",1 800,"13,8"
35 BOUMERDES,3 530,3 525,"99,9",100 463,"28,5",702,702,"100,0",21 060,"30,0"
36 EL-TARF,22 000,21 580,"98,1",496 340,"23,0",1 120,1 120,"100,0",24 280,"21,7"
37 TINDOUF,0,0,"0,0",0,"0,0",0,0,"0,0",0,"0,0"
38 TISSEMSILT,51 800,44 453,"85,8",648 100,"14,6",4 900,4 801,"98,0",65 936,"13,7"
39 EL-OUED,12 000,12 000,"100,0",504 000,"42,0",0,0,"0,0",0,"0,0"
40 KHENCHELA,61 700,31 628,"51,3",520 786,"16,5",7 800,5 644,"72,4",95 816,"17,0"
41 SOUK-AHRAS,75 000,46 492,"62,0",287 182,"6,2",30 000,17 758,"59,2",71 924,"4,1"
42 TIPAZA,13 392,12 783,"95,5",354 581,"27,7",2 533,2 414,"95,3",73 993,"30,7"
43 MILA,64 968,44 278,"68,2",1 024 232,"23,1",19 093,8 103,"42,4",181 961,"22,5"
44 AIN-DEFLA,57 300,53 979,"94,2",1 150 000,"21,3",2 045,1 980,"96,8",36 001,"18,2"
45 NAAMA,67,67,"100,0",1 875,"28,0",35,35,"100,0",826,"23,6"
46 A.TEMOUCHENT,50 640,48 940,"96,6",877 190,"17,9",12 740,12 030,"94,4",168 500,"14,0"
47 GHARDAIA,3 789,3 789,"100,0",156 550,"41,3",0,0,"0,0",0,"0,0"
48 RELIZANE,73 802,66 709,"90,4",1 018 824,"15,3",28 443,24 285,"85,4",297 666,"12,3"
TOTAL ALGERIE,1 602 692,1 175 622,"73,4",19 909 570,"16,9",515 777,361 794,"70,1",4 455 460,"12,3"
,,,,,,,,Céréales d’hiver,16,
